training
lr, dw 0.0001 1e-10
test tensor(0.0682, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0648, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1221, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1186, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1108, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1069, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0994, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0918, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0880, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0826, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0773, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0704, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0675, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0615, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0572, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0543, grad_fn=<MeanBackward0>) dev tensor(9.7637e-05, grad_fn=<SelectBackward>)
test tensor(0.0497, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0469, grad_fn=<MeanBackward0>) dev tensor(8.7357e-05, grad_fn=<SelectBackward>)
test tensor(0.0437, grad_fn=<MeanBackward0>) dev tensor(8.3267e-05, grad_fn=<SelectBackward>)
test tensor(0.0410, grad_fn=<MeanBackward0>) dev tensor(5.2606e-05, grad_fn=<SelectBackward>)
test tensor(0.0380, grad_fn=<MeanBackward0>) dev tensor(6.7244e-05, grad_fn=<SelectBackward>)
test tensor(0.0359, grad_fn=<MeanBackward0>) dev tensor(4.6979e-05, grad_fn=<SelectBackward>)
test tensor(0.0324, grad_fn=<MeanBackward0>) dev tensor(5.6968e-05, grad_fn=<SelectBackward>)
test tensor(0.0314, grad_fn=<MeanBackward0>) dev tensor(9.6513e-05, grad_fn=<SelectBackward>)
test tensor(0.0276, grad_fn=<MeanBackward0>) dev tensor(8.1338e-05, grad_fn=<SelectBackward>)
test tensor(0.0251, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0244, grad_fn=<MeanBackward0>) dev tensor(3.7736e-05, grad_fn=<SelectBackward>)
test tensor(0.0221, grad_fn=<MeanBackward0>) dev tensor(3.5518e-05, grad_fn=<SelectBackward>)
test tensor(0.0205, grad_fn=<MeanBackward0>) dev tensor(4.5596e-05, grad_fn=<SelectBackward>)
test tensor(0.0173, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0156, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0152, grad_fn=<MeanBackward0>) dev tensor(5.6005e-05, grad_fn=<SelectBackward>)
test tensor(0.0132, grad_fn=<MeanBackward0>) dev tensor(2.7976e-05, grad_fn=<SelectBackward>)
test tensor(0.0119, grad_fn=<MeanBackward0>) dev tensor(2.6650e-05, grad_fn=<SelectBackward>)
test tensor(0.0105, grad_fn=<MeanBackward0>) dev tensor(4.3516e-05, grad_fn=<SelectBackward>)
test tensor(0.0100, grad_fn=<MeanBackward0>) dev tensor(7.7177e-05, grad_fn=<SelectBackward>)
test tensor(0.0086, grad_fn=<MeanBackward0>) dev tensor(2.3495e-05, grad_fn=<SelectBackward>)
test tensor(0.0079, grad_fn=<MeanBackward0>) dev tensor(5.6218e-05, grad_fn=<SelectBackward>)
test tensor(0.0069, grad_fn=<MeanBackward0>) dev tensor(2.4457e-05, grad_fn=<SelectBackward>)
test tensor(0.0061, grad_fn=<MeanBackward0>) dev tensor(2.4971e-05, grad_fn=<SelectBackward>)
test tensor(0.0054, grad_fn=<MeanBackward0>) dev tensor(2.2469e-05, grad_fn=<SelectBackward>)
test tensor(0.0051, grad_fn=<MeanBackward0>) dev tensor(4.7361e-05, grad_fn=<SelectBackward>)
test tensor(0.0052, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(3.7238e-05, grad_fn=<SelectBackward>)
test tensor(0.0043, grad_fn=<MeanBackward0>) dev tensor(6.1558e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(4.2112e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.0956, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0881, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0844, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0771, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0719, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0673, grad_fn=<MeanBackward0>) dev tensor(7.4754e-05, grad_fn=<SelectBackward>)
test tensor(0.0590, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0536, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0485, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0456, grad_fn=<MeanBackward0>) dev tensor(5.8916e-05, grad_fn=<SelectBackward>)
test tensor(0.0396, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0367, grad_fn=<MeanBackward0>) dev tensor(5.9473e-05, grad_fn=<SelectBackward>)
test tensor(0.0322, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0293, grad_fn=<MeanBackward0>) dev tensor(6.9049e-05, grad_fn=<SelectBackward>)
test tensor(0.0265, grad_fn=<MeanBackward0>) dev tensor(4.1872e-05, grad_fn=<SelectBackward>)
test tensor(0.0233, grad_fn=<MeanBackward0>) dev tensor(3.6821e-05, grad_fn=<SelectBackward>)
test tensor(0.0202, grad_fn=<MeanBackward0>) dev tensor(5.1071e-05, grad_fn=<SelectBackward>)
test tensor(0.0180, grad_fn=<MeanBackward0>) dev tensor(3.1941e-05, grad_fn=<SelectBackward>)
test tensor(0.0155, grad_fn=<MeanBackward0>) dev tensor(5.3940e-05, grad_fn=<SelectBackward>)
test tensor(0.0140, grad_fn=<MeanBackward0>) dev tensor(2.8287e-05, grad_fn=<SelectBackward>)
test tensor(0.0117, grad_fn=<MeanBackward0>) dev tensor(7.5087e-05, grad_fn=<SelectBackward>)
test tensor(0.0103, grad_fn=<MeanBackward0>) dev tensor(2.6001e-05, grad_fn=<SelectBackward>)
test tensor(0.0086, grad_fn=<MeanBackward0>) dev tensor(4.7919e-05, grad_fn=<SelectBackward>)
test tensor(0.0078, grad_fn=<MeanBackward0>) dev tensor(6.1126e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(2.2283e-05, grad_fn=<SelectBackward>)
test tensor(0.0059, grad_fn=<MeanBackward0>) dev tensor(2.9341e-05, grad_fn=<SelectBackward>)
test tensor(0.0054, grad_fn=<MeanBackward0>) dev tensor(2.6049e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(2.7174e-05, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(3.0576e-05, grad_fn=<SelectBackward>)
test tensor(0.0047, grad_fn=<MeanBackward0>) dev tensor(1.7554e-05, grad_fn=<SelectBackward>)
test tensor(0.0047, grad_fn=<MeanBackward0>) dev tensor(1.7930e-05, grad_fn=<SelectBackward>)
test tensor(0.0048, grad_fn=<MeanBackward0>) dev tensor(3.3884e-05, grad_fn=<SelectBackward>)
test tensor(0.0053, grad_fn=<MeanBackward0>) dev tensor(1.6842e-05, grad_fn=<SelectBackward>)
test tensor(0.0057, grad_fn=<MeanBackward0>) dev tensor(1.9936e-05, grad_fn=<SelectBackward>)
test tensor(0.0060, grad_fn=<MeanBackward0>) dev tensor(8.3347e-05, grad_fn=<SelectBackward>)
test tensor(0.0069, grad_fn=<MeanBackward0>) dev tensor(2.7129e-05, grad_fn=<SelectBackward>)
test tensor(0.0078, grad_fn=<MeanBackward0>) dev tensor(2.1953e-05, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(1.8547e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1443, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1342, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1310, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1189, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.1131, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1047, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0959, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0947, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0834, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0765, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0712, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0660, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0600, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1100, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1085, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1023, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0946, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0915, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0854, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0801, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1310, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1145, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1093, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1037, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0958, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0867, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0821, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0767, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0702, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0664, grad_fn=<MeanBackward0>) dev tensor(9.2258e-05, grad_fn=<SelectBackward>)
test tensor(0.0603, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0529, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0486, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0440, grad_fn=<MeanBackward0>) dev tensor(9.9717e-05, grad_fn=<SelectBackward>)
test tensor(0.0409, grad_fn=<MeanBackward0>) dev tensor(6.7868e-05, grad_fn=<SelectBackward>)
test tensor(0.0357, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0325, grad_fn=<MeanBackward0>) dev tensor(8.2563e-05, grad_fn=<SelectBackward>)
test tensor(0.0301, grad_fn=<MeanBackward0>) dev tensor(4.9116e-05, grad_fn=<SelectBackward>)
test tensor(0.0268, grad_fn=<MeanBackward0>) dev tensor(4.6258e-05, grad_fn=<SelectBackward>)
test tensor(0.0235, grad_fn=<MeanBackward0>) dev tensor(4.3623e-05, grad_fn=<SelectBackward>)
test tensor(0.0197, grad_fn=<MeanBackward0>) dev tensor(6.6511e-05, grad_fn=<SelectBackward>)
test tensor(0.0173, grad_fn=<MeanBackward0>) dev tensor(4.8914e-05, grad_fn=<SelectBackward>)
test tensor(0.0135, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0111, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0102, grad_fn=<MeanBackward0>) dev tensor(7.2709e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-10
test tensor(0.1400, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1395, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1327, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1289, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1224, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1174, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1106, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1032, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0995, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0881, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0839, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0803, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0745, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0674, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
params,test_err, norm:  [ 0.78917985 -0.58647214] 0.010784523621850199 13.806340542719227 13.806340542719227
params,test_err, norm:  [ 0.78917985 -0.58647214] 0.010784523621850199 13.806340542719227 13.806340542719227
