training
lr, dw 0.0001 1e-07
test tensor(0.2359, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2165, grad_fn=<MeanBackward0>) dev tensor(7.5437e-05, grad_fn=<SelectBackward>)
test tensor(0.1899, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1715, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1601, grad_fn=<MeanBackward0>) dev tensor(6.0932e-05, grad_fn=<SelectBackward>)
test tensor(0.1424, grad_fn=<MeanBackward0>) dev tensor(7.0214e-05, grad_fn=<SelectBackward>)
test tensor(0.1254, grad_fn=<MeanBackward0>) dev tensor(4.2378e-05, grad_fn=<SelectBackward>)
test tensor(0.1082, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0957, grad_fn=<MeanBackward0>) dev tensor(5.6335e-05, grad_fn=<SelectBackward>)
test tensor(0.0846, grad_fn=<MeanBackward0>) dev tensor(3.1732e-05, grad_fn=<SelectBackward>)
test tensor(0.0692, grad_fn=<MeanBackward0>) dev tensor(5.4354e-05, grad_fn=<SelectBackward>)
test tensor(0.0601, grad_fn=<MeanBackward0>) dev tensor(3.4385e-05, grad_fn=<SelectBackward>)
test tensor(0.0488, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0396, grad_fn=<MeanBackward0>) dev tensor(5.8672e-05, grad_fn=<SelectBackward>)
test tensor(0.0340, grad_fn=<MeanBackward0>) dev tensor(2.0698e-05, grad_fn=<SelectBackward>)
test tensor(0.0269, grad_fn=<MeanBackward0>) dev tensor(5.3086e-05, grad_fn=<SelectBackward>)
test tensor(0.0225, grad_fn=<MeanBackward0>) dev tensor(2.3613e-05, grad_fn=<SelectBackward>)
test tensor(0.0161, grad_fn=<MeanBackward0>) dev tensor(2.0049e-05, grad_fn=<SelectBackward>)
test tensor(0.0126, grad_fn=<MeanBackward0>) dev tensor(1.3776e-05, grad_fn=<SelectBackward>)
test tensor(0.0100, grad_fn=<MeanBackward0>) dev tensor(3.4214e-05, grad_fn=<SelectBackward>)
test tensor(0.0069, grad_fn=<MeanBackward0>) dev tensor(2.1397e-05, grad_fn=<SelectBackward>)
test tensor(0.0040, grad_fn=<MeanBackward0>) dev tensor(1.1178e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(9.0677e-06, grad_fn=<SelectBackward>)
test tensor(0.0015, grad_fn=<MeanBackward0>) dev tensor(1.8116e-05, grad_fn=<SelectBackward>)
test tensor(0.0011, grad_fn=<MeanBackward0>) dev tensor(5.0930e-06, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(1.3060e-05, grad_fn=<SelectBackward>)
test tensor(0.0010, grad_fn=<MeanBackward0>) dev tensor(4.4808e-06, grad_fn=<SelectBackward>)
test tensor(0.0016, grad_fn=<MeanBackward0>) dev tensor(8.5769e-06, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(9.1698e-06, grad_fn=<SelectBackward>)
test tensor(0.0040, grad_fn=<MeanBackward0>) dev tensor(3.8791e-06, grad_fn=<SelectBackward>)
test tensor(0.0055, grad_fn=<MeanBackward0>) dev tensor(5.9388e-06, grad_fn=<SelectBackward>)
test tensor(0.0075, grad_fn=<MeanBackward0>) dev tensor(4.5163e-06, grad_fn=<SelectBackward>)
test tensor(0.0090, grad_fn=<MeanBackward0>) dev tensor(2.2299e-05, grad_fn=<SelectBackward>)
test tensor(0.0120, grad_fn=<MeanBackward0>) dev tensor(4.0091e-06, grad_fn=<SelectBackward>)
test tensor(0.0135, grad_fn=<MeanBackward0>) dev tensor(3.0892e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4470, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4227, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4059, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.3749, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3516, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3320, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3170, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3017, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2779, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2616, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2424, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2302, grad_fn=<MeanBackward0>) dev tensor(6.6123e-05, grad_fn=<SelectBackward>)
test tensor(0.2097, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1924, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1782, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1657, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1535, grad_fn=<MeanBackward0>) dev tensor(9.1138e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4764, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.4700, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4580, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.4505, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4342, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4208, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4029, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.3940, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3798, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.4636, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4299, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4044, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3775, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3575, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3275, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-07
test tensor(0.3661, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3411, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.3318, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3132, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2880, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2726, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2557, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2375, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.2217, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2063, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1891, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1764, grad_fn=<MeanBackward0>) dev tensor(9.7829e-05, grad_fn=<SelectBackward>)
test tensor(0.1626, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1525, grad_fn=<MeanBackward0>) dev tensor(5.0728e-05, grad_fn=<SelectBackward>)
test tensor(0.1393, grad_fn=<MeanBackward0>) dev tensor(6.8552e-05, grad_fn=<SelectBackward>)
test tensor(0.1279, grad_fn=<MeanBackward0>) dev tensor(6.4150e-05, grad_fn=<SelectBackward>)
test tensor(0.1184, grad_fn=<MeanBackward0>) dev tensor(3.9952e-05, grad_fn=<SelectBackward>)
test tensor(0.1058, grad_fn=<MeanBackward0>) dev tensor(4.2918e-05, grad_fn=<SelectBackward>)
test tensor(0.0936, grad_fn=<MeanBackward0>) dev tensor(9.6679e-05, grad_fn=<SelectBackward>)
test tensor(0.0840, grad_fn=<MeanBackward0>) dev tensor(6.2997e-05, grad_fn=<SelectBackward>)
test tensor(0.0743, grad_fn=<MeanBackward0>) dev tensor(5.2642e-05, grad_fn=<SelectBackward>)
test tensor(0.0684, grad_fn=<MeanBackward0>) dev tensor(2.5939e-05, grad_fn=<SelectBackward>)
test tensor(0.0596, grad_fn=<MeanBackward0>) dev tensor(2.4251e-05, grad_fn=<SelectBackward>)
test tensor(0.0504, grad_fn=<MeanBackward0>) dev tensor(5.7883e-05, grad_fn=<SelectBackward>)
test tensor(0.0445, grad_fn=<MeanBackward0>) dev tensor(3.8182e-05, grad_fn=<SelectBackward>)
test tensor(0.0392, grad_fn=<MeanBackward0>) dev tensor(6.4209e-05, grad_fn=<SelectBackward>)
test tensor(0.0353, grad_fn=<MeanBackward0>) dev tensor(1.9002e-05, grad_fn=<SelectBackward>)
test tensor(0.0311, grad_fn=<MeanBackward0>) dev tensor(1.5560e-05, grad_fn=<SelectBackward>)
test tensor(0.0248, grad_fn=<MeanBackward0>) dev tensor(7.8876e-05, grad_fn=<SelectBackward>)
test tensor(0.0210, grad_fn=<MeanBackward0>) dev tensor(3.1728e-05, grad_fn=<SelectBackward>)
test tensor(0.0185, grad_fn=<MeanBackward0>) dev tensor(1.3639e-05, grad_fn=<SelectBackward>)
test tensor(0.0156, grad_fn=<MeanBackward0>) dev tensor(1.0635e-05, grad_fn=<SelectBackward>)
test tensor(0.0117, grad_fn=<MeanBackward0>) dev tensor(1.8676e-05, grad_fn=<SelectBackward>)
test tensor(0.0095, grad_fn=<MeanBackward0>) dev tensor(1.1320e-05, grad_fn=<SelectBackward>)
test tensor(0.0079, grad_fn=<MeanBackward0>) dev tensor(8.0516e-06, grad_fn=<SelectBackward>)
test tensor(0.0062, grad_fn=<MeanBackward0>) dev tensor(3.1453e-05, grad_fn=<SelectBackward>)
test tensor(0.0055, grad_fn=<MeanBackward0>) dev tensor(7.7059e-06, grad_fn=<SelectBackward>)
test tensor(0.0043, grad_fn=<MeanBackward0>) dev tensor(7.6252e-06, grad_fn=<SelectBackward>)
test tensor(0.0033, grad_fn=<MeanBackward0>) dev tensor(2.4441e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(4.9747e-06, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(1.0374e-05, grad_fn=<SelectBackward>)
test tensor(0.0029, grad_fn=<MeanBackward0>) dev tensor(4.7657e-06, grad_fn=<SelectBackward>)
test tensor(0.0034, grad_fn=<MeanBackward0>) dev tensor(6.0410e-06, grad_fn=<SelectBackward>)
test tensor(0.0041, grad_fn=<MeanBackward0>) dev tensor(1.3173e-05, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(4.0043e-06, grad_fn=<SelectBackward>)
test tensor(0.0058, grad_fn=<MeanBackward0>) dev tensor(5.2422e-06, grad_fn=<SelectBackward>)
test tensor(0.0069, grad_fn=<MeanBackward0>) dev tensor(2.9758e-05, grad_fn=<SelectBackward>)
test tensor(0.0088, grad_fn=<MeanBackward0>) dev tensor(3.7724e-06, grad_fn=<SelectBackward>)
test tensor(0.0107, grad_fn=<MeanBackward0>) dev tensor(8.1646e-06, grad_fn=<SelectBackward>)
test tensor(0.0120, grad_fn=<MeanBackward0>) dev tensor(6.8634e-06, grad_fn=<SelectBackward>)
test tensor(0.0138, grad_fn=<MeanBackward0>) dev tensor(5.9312e-06, grad_fn=<SelectBackward>)
test tensor(0.0157, grad_fn=<MeanBackward0>) dev tensor(1.3568e-05, grad_fn=<SelectBackward>)
test tensor(0.0184, grad_fn=<MeanBackward0>) dev tensor(4.6062e-06, grad_fn=<SelectBackward>)
params,test_err, norm:  [ 1.02162652 -0.15943566] 0.006345794013550932 7.661972728211903 7.661972728211903
params,test_err, norm:  [ 1.43095927 -0.08548518] 0.002603564779045205 7.661972728211903 11.197891538832009
True [ 1.43095927 -0.08548518] 0.002603564779045205 7.661972728211903 59.28452981068507

