training
lr, dw 0.0001 1e-12
test tensor(0.1062, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1017, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0961, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0898, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0832, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0758, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0674, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0621, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0551, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0479, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0431, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0384, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0340, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0306, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0264, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0228, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0196, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0173, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0146, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1529, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1436, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1317, grad_fn=<MeanBackward0>) dev tensor(0.0010, grad_fn=<SelectBackward>)
test tensor(0.1218, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1120, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1031, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0938, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0853, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0777, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0709, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0644, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0591, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0539, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0483, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0440, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0389, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0345, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0309, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0266, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0236, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0204, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0179, grad_fn=<MeanBackward0>) dev tensor(7.2647e-05, grad_fn=<SelectBackward>)
test tensor(0.0165, grad_fn=<MeanBackward0>) dev tensor(7.3997e-05, grad_fn=<SelectBackward>)
test tensor(0.0135, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0119, grad_fn=<MeanBackward0>) dev tensor(7.5882e-05, grad_fn=<SelectBackward>)
test tensor(0.0108, grad_fn=<MeanBackward0>) dev tensor(4.7170e-05, grad_fn=<SelectBackward>)
test tensor(0.0096, grad_fn=<MeanBackward0>) dev tensor(5.0188e-05, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(7.8683e-05, grad_fn=<SelectBackward>)
test tensor(0.0085, grad_fn=<MeanBackward0>) dev tensor(4.1710e-05, grad_fn=<SelectBackward>)
test tensor(0.0075, grad_fn=<MeanBackward0>) dev tensor(5.2989e-05, grad_fn=<SelectBackward>)
test tensor(0.0070, grad_fn=<MeanBackward0>) dev tensor(3.1917e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(3.0178e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(3.5072e-05, grad_fn=<SelectBackward>)
test tensor(0.0068, grad_fn=<MeanBackward0>) dev tensor(8.3561e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(2.4436e-05, grad_fn=<SelectBackward>)
test tensor(0.0068, grad_fn=<MeanBackward0>) dev tensor(2.2883e-05, grad_fn=<SelectBackward>)
test tensor(0.0072, grad_fn=<MeanBackward0>) dev tensor(6.7832e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(5.6031e-05, grad_fn=<SelectBackward>)
test tensor(0.0081, grad_fn=<MeanBackward0>) dev tensor(2.0869e-05, grad_fn=<SelectBackward>)
test tensor(0.0086, grad_fn=<MeanBackward0>) dev tensor(2.2536e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(3.8676e-05, grad_fn=<SelectBackward>)
test tensor(0.0097, grad_fn=<MeanBackward0>) dev tensor(1.7354e-05, grad_fn=<SelectBackward>)
test tensor(0.0105, grad_fn=<MeanBackward0>) dev tensor(2.5820e-05, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(2.3631e-05, grad_fn=<SelectBackward>)
test tensor(0.0120, grad_fn=<MeanBackward0>) dev tensor(2.2933e-05, grad_fn=<SelectBackward>)
test tensor(0.0128, grad_fn=<MeanBackward0>) dev tensor(1.7028e-05, grad_fn=<SelectBackward>)
test tensor(0.0140, grad_fn=<MeanBackward0>) dev tensor(3.7451e-05, grad_fn=<SelectBackward>)
test tensor(0.0147, grad_fn=<MeanBackward0>) dev tensor(2.2355e-05, grad_fn=<SelectBackward>)
test tensor(0.0158, grad_fn=<MeanBackward0>) dev tensor(3.9121e-05, grad_fn=<SelectBackward>)
test tensor(0.0166, grad_fn=<MeanBackward0>) dev tensor(7.3849e-05, grad_fn=<SelectBackward>)
test tensor(0.0178, grad_fn=<MeanBackward0>) dev tensor(1.7898e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1422, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1336, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1247, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1152, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1067, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0977, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0887, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0813, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0733, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0667, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0612, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0557, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0501, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0449, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0401, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0360, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0324, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0287, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0251, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0223, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0196, grad_fn=<MeanBackward0>) dev tensor(9.8065e-05, grad_fn=<SelectBackward>)
test tensor(0.0169, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0145, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0129, grad_fn=<MeanBackward0>) dev tensor(8.0461e-05, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(6.4032e-05, grad_fn=<SelectBackward>)
test tensor(0.0099, grad_fn=<MeanBackward0>) dev tensor(5.4236e-05, grad_fn=<SelectBackward>)
test tensor(0.0084, grad_fn=<MeanBackward0>) dev tensor(7.3675e-05, grad_fn=<SelectBackward>)
test tensor(0.0075, grad_fn=<MeanBackward0>) dev tensor(3.9075e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(5.6890e-05, grad_fn=<SelectBackward>)
test tensor(0.0059, grad_fn=<MeanBackward0>) dev tensor(8.7569e-05, grad_fn=<SelectBackward>)
test tensor(0.0053, grad_fn=<MeanBackward0>) dev tensor(5.5994e-05, grad_fn=<SelectBackward>)
test tensor(0.0051, grad_fn=<MeanBackward0>) dev tensor(3.4504e-05, grad_fn=<SelectBackward>)
test tensor(0.0047, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0045, grad_fn=<MeanBackward0>) dev tensor(4.2430e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(2.8248e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(5.8654e-05, grad_fn=<SelectBackward>)
test tensor(0.0045, grad_fn=<MeanBackward0>) dev tensor(2.9800e-05, grad_fn=<SelectBackward>)
test tensor(0.0047, grad_fn=<MeanBackward0>) dev tensor(2.5796e-05, grad_fn=<SelectBackward>)
test tensor(0.0050, grad_fn=<MeanBackward0>) dev tensor(2.3131e-05, grad_fn=<SelectBackward>)
test tensor(0.0055, grad_fn=<MeanBackward0>) dev tensor(3.6652e-05, grad_fn=<SelectBackward>)
test tensor(0.0060, grad_fn=<MeanBackward0>) dev tensor(2.2787e-05, grad_fn=<SelectBackward>)
test tensor(0.0064, grad_fn=<MeanBackward0>) dev tensor(2.9219e-05, grad_fn=<SelectBackward>)
test tensor(0.0071, grad_fn=<MeanBackward0>) dev tensor(1.7920e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(3.4803e-05, grad_fn=<SelectBackward>)
test tensor(0.0084, grad_fn=<MeanBackward0>) dev tensor(2.5931e-05, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(1.6332e-05, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(7.5722e-05, grad_fn=<SelectBackward>)
test tensor(0.0101, grad_fn=<MeanBackward0>) dev tensor(1.6516e-05, grad_fn=<SelectBackward>)
test tensor(0.0108, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0116, grad_fn=<MeanBackward0>) dev tensor(5.2168e-05, grad_fn=<SelectBackward>)
test tensor(0.0127, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1047, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0934, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0818, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0721, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0597, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0513, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0445, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0382, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0322, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0260, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0220, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0179, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0146, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0118, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0103, grad_fn=<MeanBackward0>) dev tensor(4.4802e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(7.7446e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(3.5883e-05, grad_fn=<SelectBackward>)
test tensor(0.0068, grad_fn=<MeanBackward0>) dev tensor(3.5655e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(4.8422e-05, grad_fn=<SelectBackward>)
test tensor(0.0064, grad_fn=<MeanBackward0>) dev tensor(3.4202e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(2.5844e-05, grad_fn=<SelectBackward>)
test tensor(0.0070, grad_fn=<MeanBackward0>) dev tensor(2.3942e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(2.2763e-05, grad_fn=<SelectBackward>)
test tensor(0.0083, grad_fn=<MeanBackward0>) dev tensor(2.6638e-05, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(2.4119e-05, grad_fn=<SelectBackward>)
test tensor(0.0096, grad_fn=<MeanBackward0>) dev tensor(5.8798e-05, grad_fn=<SelectBackward>)
test tensor(0.0108, grad_fn=<MeanBackward0>) dev tensor(4.6269e-05, grad_fn=<SelectBackward>)
test tensor(0.0119, grad_fn=<MeanBackward0>) dev tensor(3.6303e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1507, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1447, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1375, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1294, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1200, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1106, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1012, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0924, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0824, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0740, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0664, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0602, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0542, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0478, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0430, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0387, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0342, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0310, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0277, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0243, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0215, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0195, grad_fn=<MeanBackward0>) dev tensor(7.8911e-05, grad_fn=<SelectBackward>)
test tensor(0.0173, grad_fn=<MeanBackward0>) dev tensor(7.1797e-05, grad_fn=<SelectBackward>)
test tensor(0.0147, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0131, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0132, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(7.5863e-05, grad_fn=<SelectBackward>)
test tensor(0.0102, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1505, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1390, grad_fn=<MeanBackward0>) dev tensor(0.0012, grad_fn=<SelectBackward>)
test tensor(0.1306, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1207, grad_fn=<MeanBackward0>) dev tensor(0.0011, grad_fn=<SelectBackward>)
test tensor(0.1137, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1054, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0983, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0911, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0832, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0769, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0713, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0659, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0606, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0558, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0512, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0464, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0413, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0375, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0343, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-12
test tensor(0.1662, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1590, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1505, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1396, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1307, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1195, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1082, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0959, grad_fn=<MeanBackward0>) dev tensor(0.0010, grad_fn=<SelectBackward>)
test tensor(0.0888, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0792, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0713, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0629, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0567, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0502, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0446, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0403, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0363, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0318, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0273, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0243, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0212, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0178, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0158, grad_fn=<MeanBackward0>) dev tensor(5.5613e-05, grad_fn=<SelectBackward>)
test tensor(0.0134, grad_fn=<MeanBackward0>) dev tensor(5.5545e-05, grad_fn=<SelectBackward>)
test tensor(0.0113, grad_fn=<MeanBackward0>) dev tensor(4.5716e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(9.7559e-05, grad_fn=<SelectBackward>)
test tensor(0.0077, grad_fn=<MeanBackward0>) dev tensor(3.8188e-05, grad_fn=<SelectBackward>)
test tensor(0.0061, grad_fn=<MeanBackward0>) dev tensor(5.5763e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(3.8419e-05, grad_fn=<SelectBackward>)
test tensor(0.0041, grad_fn=<MeanBackward0>) dev tensor(8.8029e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(7.6733e-05, grad_fn=<SelectBackward>)
test tensor(0.0022, grad_fn=<MeanBackward0>) dev tensor(2.9327e-05, grad_fn=<SelectBackward>)
test tensor(0.0017, grad_fn=<MeanBackward0>) dev tensor(4.4691e-05, grad_fn=<SelectBackward>)
test tensor(0.0013, grad_fn=<MeanBackward0>) dev tensor(4.0762e-05, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(2.6430e-05, grad_fn=<SelectBackward>)
test tensor(0.0007, grad_fn=<MeanBackward0>) dev tensor(1.9455e-05, grad_fn=<SelectBackward>)
test tensor(0.0006, grad_fn=<MeanBackward0>) dev tensor(1.8726e-05, grad_fn=<SelectBackward>)
test tensor(0.0006, grad_fn=<MeanBackward0>) dev tensor(3.0304e-05, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(6.8093e-05, grad_fn=<SelectBackward>)
