training
lr, dw 0.0001 1e-06
test tensor(0.2359, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2165, grad_fn=<MeanBackward0>) dev tensor(7.5328e-05, grad_fn=<SelectBackward>)
test tensor(0.1898, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1713, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1600, grad_fn=<MeanBackward0>) dev tensor(6.0857e-05, grad_fn=<SelectBackward>)
test tensor(0.1422, grad_fn=<MeanBackward0>) dev tensor(6.9879e-05, grad_fn=<SelectBackward>)
test tensor(0.1251, grad_fn=<MeanBackward0>) dev tensor(4.2228e-05, grad_fn=<SelectBackward>)
test tensor(0.1079, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0954, grad_fn=<MeanBackward0>) dev tensor(5.5768e-05, grad_fn=<SelectBackward>)
test tensor(0.0842, grad_fn=<MeanBackward0>) dev tensor(3.1548e-05, grad_fn=<SelectBackward>)
test tensor(0.0687, grad_fn=<MeanBackward0>) dev tensor(5.3804e-05, grad_fn=<SelectBackward>)
test tensor(0.0598, grad_fn=<MeanBackward0>) dev tensor(3.3874e-05, grad_fn=<SelectBackward>)
test tensor(0.0485, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0394, grad_fn=<MeanBackward0>) dev tensor(5.8524e-05, grad_fn=<SelectBackward>)
test tensor(0.0337, grad_fn=<MeanBackward0>) dev tensor(2.0454e-05, grad_fn=<SelectBackward>)
test tensor(0.0267, grad_fn=<MeanBackward0>) dev tensor(5.2116e-05, grad_fn=<SelectBackward>)
test tensor(0.0222, grad_fn=<MeanBackward0>) dev tensor(2.3571e-05, grad_fn=<SelectBackward>)
test tensor(0.0159, grad_fn=<MeanBackward0>) dev tensor(2.0071e-05, grad_fn=<SelectBackward>)
test tensor(0.0124, grad_fn=<MeanBackward0>) dev tensor(1.3372e-05, grad_fn=<SelectBackward>)
test tensor(0.0098, grad_fn=<MeanBackward0>) dev tensor(3.5071e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(2.0931e-05, grad_fn=<SelectBackward>)
test tensor(0.0039, grad_fn=<MeanBackward0>) dev tensor(1.1197e-05, grad_fn=<SelectBackward>)
test tensor(0.0027, grad_fn=<MeanBackward0>) dev tensor(9.0431e-06, grad_fn=<SelectBackward>)
test tensor(0.0015, grad_fn=<MeanBackward0>) dev tensor(1.8538e-05, grad_fn=<SelectBackward>)
test tensor(0.0011, grad_fn=<MeanBackward0>) dev tensor(5.0664e-06, grad_fn=<SelectBackward>)
test tensor(0.0010, grad_fn=<MeanBackward0>) dev tensor(1.2686e-05, grad_fn=<SelectBackward>)
test tensor(0.0011, grad_fn=<MeanBackward0>) dev tensor(4.4535e-06, grad_fn=<SelectBackward>)
test tensor(0.0017, grad_fn=<MeanBackward0>) dev tensor(9.0288e-06, grad_fn=<SelectBackward>)
test tensor(0.0030, grad_fn=<MeanBackward0>) dev tensor(9.4542e-06, grad_fn=<SelectBackward>)
test tensor(0.0042, grad_fn=<MeanBackward0>) dev tensor(3.7933e-06, grad_fn=<SelectBackward>)
test tensor(0.0058, grad_fn=<MeanBackward0>) dev tensor(6.0764e-06, grad_fn=<SelectBackward>)
test tensor(0.0078, grad_fn=<MeanBackward0>) dev tensor(4.6003e-06, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(2.2062e-05, grad_fn=<SelectBackward>)
test tensor(0.0124, grad_fn=<MeanBackward0>) dev tensor(4.1278e-06, grad_fn=<SelectBackward>)
test tensor(0.0139, grad_fn=<MeanBackward0>) dev tensor(3.2156e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-06
test tensor(0.4470, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4227, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4059, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.3749, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3516, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3321, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3170, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3017, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2780, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2617, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2424, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2301, grad_fn=<MeanBackward0>) dev tensor(6.6110e-05, grad_fn=<SelectBackward>)
test tensor(0.2096, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1922, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1779, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1654, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1531, grad_fn=<MeanBackward0>) dev tensor(9.1121e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-06
test tensor(0.4764, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.4700, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4580, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.4506, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4342, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4209, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4030, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.3941, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3799, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-06
test tensor(0.4637, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.4299, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.4044, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3776, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3577, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3279, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-06
test tensor(0.3661, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.3411, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.3318, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.3132, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2881, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2726, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2556, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.2374, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.2216, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.2060, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1885, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1753, grad_fn=<MeanBackward0>) dev tensor(9.6290e-05, grad_fn=<SelectBackward>)
test tensor(0.1613, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1503, grad_fn=<MeanBackward0>) dev tensor(4.8403e-05, grad_fn=<SelectBackward>)
test tensor(0.1367, grad_fn=<MeanBackward0>) dev tensor(6.1612e-05, grad_fn=<SelectBackward>)
test tensor(0.1245, grad_fn=<MeanBackward0>) dev tensor(6.4155e-05, grad_fn=<SelectBackward>)
test tensor(0.1148, grad_fn=<MeanBackward0>) dev tensor(3.8626e-05, grad_fn=<SelectBackward>)
test tensor(0.1020, grad_fn=<MeanBackward0>) dev tensor(4.1697e-05, grad_fn=<SelectBackward>)
test tensor(0.0897, grad_fn=<MeanBackward0>) dev tensor(9.5986e-05, grad_fn=<SelectBackward>)
test tensor(0.0799, grad_fn=<MeanBackward0>) dev tensor(6.4145e-05, grad_fn=<SelectBackward>)
test tensor(0.0700, grad_fn=<MeanBackward0>) dev tensor(5.3495e-05, grad_fn=<SelectBackward>)
test tensor(0.0641, grad_fn=<MeanBackward0>) dev tensor(2.4804e-05, grad_fn=<SelectBackward>)
test tensor(0.0552, grad_fn=<MeanBackward0>) dev tensor(2.3007e-05, grad_fn=<SelectBackward>)
test tensor(0.0463, grad_fn=<MeanBackward0>) dev tensor(5.7292e-05, grad_fn=<SelectBackward>)
test tensor(0.0404, grad_fn=<MeanBackward0>) dev tensor(3.7506e-05, grad_fn=<SelectBackward>)
test tensor(0.0353, grad_fn=<MeanBackward0>) dev tensor(6.2671e-05, grad_fn=<SelectBackward>)
test tensor(0.0315, grad_fn=<MeanBackward0>) dev tensor(1.7103e-05, grad_fn=<SelectBackward>)
test tensor(0.0273, grad_fn=<MeanBackward0>) dev tensor(1.4271e-05, grad_fn=<SelectBackward>)
test tensor(0.0214, grad_fn=<MeanBackward0>) dev tensor(7.9852e-05, grad_fn=<SelectBackward>)
test tensor(0.0179, grad_fn=<MeanBackward0>) dev tensor(2.8053e-05, grad_fn=<SelectBackward>)
test tensor(0.0156, grad_fn=<MeanBackward0>) dev tensor(1.1137e-05, grad_fn=<SelectBackward>)
test tensor(0.0129, grad_fn=<MeanBackward0>) dev tensor(1.0091e-05, grad_fn=<SelectBackward>)
test tensor(0.0096, grad_fn=<MeanBackward0>) dev tensor(1.6695e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(1.0097e-05, grad_fn=<SelectBackward>)
test tensor(0.0063, grad_fn=<MeanBackward0>) dev tensor(7.7641e-06, grad_fn=<SelectBackward>)
test tensor(0.0051, grad_fn=<MeanBackward0>) dev tensor(2.3869e-05, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(1.0056e-05, grad_fn=<SelectBackward>)
test tensor(0.0037, grad_fn=<MeanBackward0>) dev tensor(8.6123e-06, grad_fn=<SelectBackward>)
test tensor(0.0032, grad_fn=<MeanBackward0>) dev tensor(2.2983e-05, grad_fn=<SelectBackward>)
test tensor(0.0030, grad_fn=<MeanBackward0>) dev tensor(4.7781e-06, grad_fn=<SelectBackward>)
test tensor(0.0033, grad_fn=<MeanBackward0>) dev tensor(1.0745e-05, grad_fn=<SelectBackward>)
test tensor(0.0037, grad_fn=<MeanBackward0>) dev tensor(4.1885e-06, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(4.8722e-06, grad_fn=<SelectBackward>)
test tensor(0.0055, grad_fn=<MeanBackward0>) dev tensor(8.6457e-06, grad_fn=<SelectBackward>)
test tensor(0.0063, grad_fn=<MeanBackward0>) dev tensor(3.9831e-06, grad_fn=<SelectBackward>)
test tensor(0.0079, grad_fn=<MeanBackward0>) dev tensor(4.8295e-06, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(2.9322e-05, grad_fn=<SelectBackward>)
test tensor(0.0115, grad_fn=<MeanBackward0>) dev tensor(3.8706e-06, grad_fn=<SelectBackward>)
test tensor(0.0137, grad_fn=<MeanBackward0>) dev tensor(8.9593e-06, grad_fn=<SelectBackward>)
test tensor(0.0151, grad_fn=<MeanBackward0>) dev tensor(7.4343e-06, grad_fn=<SelectBackward>)
test tensor(0.0171, grad_fn=<MeanBackward0>) dev tensor(5.5935e-06, grad_fn=<SelectBackward>)
test tensor(0.0191, grad_fn=<MeanBackward0>) dev tensor(1.6160e-05, grad_fn=<SelectBackward>)
test tensor(0.0221, grad_fn=<MeanBackward0>) dev tensor(5.6999e-06, grad_fn=<SelectBackward>)
params,test_err, norm:  [ 0.54597806 -0.77949913] 0.01551311214326258 18.246957004121803 18.246957004121803
params,test_err, norm:  [ 1.50716338 -0.42365796] 0.0018291480712729453 18.246957004121803 24.258165114711353
True [ 1.50716338 -0.42365796] 0.0018291480712729453 18.246957004121803 219.02902647772015

