training
lr, dw 0.0001 1e-09
test tensor(0.1062, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1017, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0961, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0898, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0833, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0758, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0674, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0621, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0551, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0479, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0430, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0383, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0340, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0306, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0265, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0230, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0199, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0176, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0149, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1529, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1435, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1316, grad_fn=<MeanBackward0>) dev tensor(0.0010, grad_fn=<SelectBackward>)
test tensor(0.1219, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1116, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1029, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0938, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0854, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0776, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0709, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0643, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0591, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0537, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0478, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0440, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0388, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0341, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0305, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0262, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0233, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0203, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0176, grad_fn=<MeanBackward0>) dev tensor(7.1658e-05, grad_fn=<SelectBackward>)
test tensor(0.0163, grad_fn=<MeanBackward0>) dev tensor(7.4794e-05, grad_fn=<SelectBackward>)
test tensor(0.0134, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0118, grad_fn=<MeanBackward0>) dev tensor(7.5689e-05, grad_fn=<SelectBackward>)
test tensor(0.0107, grad_fn=<MeanBackward0>) dev tensor(4.6766e-05, grad_fn=<SelectBackward>)
test tensor(0.0095, grad_fn=<MeanBackward0>) dev tensor(4.9975e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(7.8155e-05, grad_fn=<SelectBackward>)
test tensor(0.0084, grad_fn=<MeanBackward0>) dev tensor(4.1547e-05, grad_fn=<SelectBackward>)
test tensor(0.0074, grad_fn=<MeanBackward0>) dev tensor(5.2509e-05, grad_fn=<SelectBackward>)
test tensor(0.0069, grad_fn=<MeanBackward0>) dev tensor(3.1723e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(2.9983e-05, grad_fn=<SelectBackward>)
test tensor(0.0064, grad_fn=<MeanBackward0>) dev tensor(3.4786e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(8.3253e-05, grad_fn=<SelectBackward>)
test tensor(0.0065, grad_fn=<MeanBackward0>) dev tensor(2.4420e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(2.2825e-05, grad_fn=<SelectBackward>)
test tensor(0.0071, grad_fn=<MeanBackward0>) dev tensor(6.7967e-05, grad_fn=<SelectBackward>)
test tensor(0.0075, grad_fn=<MeanBackward0>) dev tensor(5.5770e-05, grad_fn=<SelectBackward>)
test tensor(0.0080, grad_fn=<MeanBackward0>) dev tensor(2.0866e-05, grad_fn=<SelectBackward>)
test tensor(0.0085, grad_fn=<MeanBackward0>) dev tensor(2.2465e-05, grad_fn=<SelectBackward>)
test tensor(0.0090, grad_fn=<MeanBackward0>) dev tensor(3.8508e-05, grad_fn=<SelectBackward>)
test tensor(0.0096, grad_fn=<MeanBackward0>) dev tensor(1.7342e-05, grad_fn=<SelectBackward>)
test tensor(0.0104, grad_fn=<MeanBackward0>) dev tensor(2.5786e-05, grad_fn=<SelectBackward>)
test tensor(0.0111, grad_fn=<MeanBackward0>) dev tensor(2.3672e-05, grad_fn=<SelectBackward>)
test tensor(0.0118, grad_fn=<MeanBackward0>) dev tensor(2.2880e-05, grad_fn=<SelectBackward>)
test tensor(0.0127, grad_fn=<MeanBackward0>) dev tensor(1.7033e-05, grad_fn=<SelectBackward>)
test tensor(0.0139, grad_fn=<MeanBackward0>) dev tensor(3.7574e-05, grad_fn=<SelectBackward>)
test tensor(0.0146, grad_fn=<MeanBackward0>) dev tensor(2.2653e-05, grad_fn=<SelectBackward>)
test tensor(0.0157, grad_fn=<MeanBackward0>) dev tensor(3.9226e-05, grad_fn=<SelectBackward>)
test tensor(0.0164, grad_fn=<MeanBackward0>) dev tensor(7.4034e-05, grad_fn=<SelectBackward>)
test tensor(0.0177, grad_fn=<MeanBackward0>) dev tensor(1.7903e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1422, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1336, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1247, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1152, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1067, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0977, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0888, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0813, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0733, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0666, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0612, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0558, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0501, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0449, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0401, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0359, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0323, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0287, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0251, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0222, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0196, grad_fn=<MeanBackward0>) dev tensor(9.7727e-05, grad_fn=<SelectBackward>)
test tensor(0.0169, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0144, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0128, grad_fn=<MeanBackward0>) dev tensor(8.0192e-05, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(6.3829e-05, grad_fn=<SelectBackward>)
test tensor(0.0099, grad_fn=<MeanBackward0>) dev tensor(5.4004e-05, grad_fn=<SelectBackward>)
test tensor(0.0084, grad_fn=<MeanBackward0>) dev tensor(7.3433e-05, grad_fn=<SelectBackward>)
test tensor(0.0075, grad_fn=<MeanBackward0>) dev tensor(3.8921e-05, grad_fn=<SelectBackward>)
test tensor(0.0065, grad_fn=<MeanBackward0>) dev tensor(5.6616e-05, grad_fn=<SelectBackward>)
test tensor(0.0058, grad_fn=<MeanBackward0>) dev tensor(8.7252e-05, grad_fn=<SelectBackward>)
test tensor(0.0053, grad_fn=<MeanBackward0>) dev tensor(5.5791e-05, grad_fn=<SelectBackward>)
test tensor(0.0050, grad_fn=<MeanBackward0>) dev tensor(3.4491e-05, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0045, grad_fn=<MeanBackward0>) dev tensor(4.2270e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(2.8248e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(5.8460e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(2.9806e-05, grad_fn=<SelectBackward>)
test tensor(0.0046, grad_fn=<MeanBackward0>) dev tensor(2.5818e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(2.3152e-05, grad_fn=<SelectBackward>)
test tensor(0.0055, grad_fn=<MeanBackward0>) dev tensor(3.6717e-05, grad_fn=<SelectBackward>)
test tensor(0.0060, grad_fn=<MeanBackward0>) dev tensor(2.2738e-05, grad_fn=<SelectBackward>)
test tensor(0.0064, grad_fn=<MeanBackward0>) dev tensor(2.9274e-05, grad_fn=<SelectBackward>)
test tensor(0.0070, grad_fn=<MeanBackward0>) dev tensor(1.7934e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(3.4892e-05, grad_fn=<SelectBackward>)
test tensor(0.0083, grad_fn=<MeanBackward0>) dev tensor(2.5968e-05, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(1.6331e-05, grad_fn=<SelectBackward>)
test tensor(0.0093, grad_fn=<MeanBackward0>) dev tensor(7.5766e-05, grad_fn=<SelectBackward>)
test tensor(0.0101, grad_fn=<MeanBackward0>) dev tensor(1.6523e-05, grad_fn=<SelectBackward>)
test tensor(0.0107, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0116, grad_fn=<MeanBackward0>) dev tensor(5.2287e-05, grad_fn=<SelectBackward>)
test tensor(0.0127, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1047, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0934, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0818, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0721, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0597, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0513, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0445, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0382, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0322, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0260, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0220, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0179, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0146, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0118, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0103, grad_fn=<MeanBackward0>) dev tensor(4.4792e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(7.7311e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(3.5907e-05, grad_fn=<SelectBackward>)
test tensor(0.0068, grad_fn=<MeanBackward0>) dev tensor(3.5663e-05, grad_fn=<SelectBackward>)
test tensor(0.0067, grad_fn=<MeanBackward0>) dev tensor(4.8445e-05, grad_fn=<SelectBackward>)
test tensor(0.0064, grad_fn=<MeanBackward0>) dev tensor(3.4335e-05, grad_fn=<SelectBackward>)
test tensor(0.0066, grad_fn=<MeanBackward0>) dev tensor(2.5814e-05, grad_fn=<SelectBackward>)
test tensor(0.0070, grad_fn=<MeanBackward0>) dev tensor(2.3905e-05, grad_fn=<SelectBackward>)
test tensor(0.0076, grad_fn=<MeanBackward0>) dev tensor(2.2762e-05, grad_fn=<SelectBackward>)
test tensor(0.0083, grad_fn=<MeanBackward0>) dev tensor(2.6493e-05, grad_fn=<SelectBackward>)
test tensor(0.0089, grad_fn=<MeanBackward0>) dev tensor(2.4112e-05, grad_fn=<SelectBackward>)
test tensor(0.0096, grad_fn=<MeanBackward0>) dev tensor(5.8826e-05, grad_fn=<SelectBackward>)
test tensor(0.0108, grad_fn=<MeanBackward0>) dev tensor(4.6377e-05, grad_fn=<SelectBackward>)
test tensor(0.0119, grad_fn=<MeanBackward0>) dev tensor(3.6341e-05, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1507, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1447, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1375, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1294, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1200, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1106, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1013, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0923, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0824, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0740, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0664, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0602, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0542, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0478, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0430, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0387, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0342, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0310, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0277, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0243, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0215, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0195, grad_fn=<MeanBackward0>) dev tensor(7.8943e-05, grad_fn=<SelectBackward>)
test tensor(0.0173, grad_fn=<MeanBackward0>) dev tensor(7.1829e-05, grad_fn=<SelectBackward>)
test tensor(0.0147, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0132, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0132, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(7.5838e-05, grad_fn=<SelectBackward>)
test tensor(0.0103, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1505, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.1390, grad_fn=<MeanBackward0>) dev tensor(0.0012, grad_fn=<SelectBackward>)
test tensor(0.1306, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1207, grad_fn=<MeanBackward0>) dev tensor(0.0011, grad_fn=<SelectBackward>)
test tensor(0.1137, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1054, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0983, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0911, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0832, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0769, grad_fn=<MeanBackward0>) dev tensor(0.0007, grad_fn=<SelectBackward>)
test tensor(0.0713, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0659, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0606, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0558, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0512, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0464, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0413, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0375, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0343, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
lr, dw 0.0001 1e-09
test tensor(0.1662, grad_fn=<MeanBackward0>) dev tensor(0.0008, grad_fn=<SelectBackward>)
test tensor(0.1590, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1505, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1396, grad_fn=<MeanBackward0>) dev tensor(0.0009, grad_fn=<SelectBackward>)
test tensor(0.1307, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.1195, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.1082, grad_fn=<MeanBackward0>) dev tensor(0.0006, grad_fn=<SelectBackward>)
test tensor(0.0959, grad_fn=<MeanBackward0>) dev tensor(0.0010, grad_fn=<SelectBackward>)
test tensor(0.0887, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0792, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0713, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0629, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0567, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0502, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0446, grad_fn=<MeanBackward0>) dev tensor(0.0005, grad_fn=<SelectBackward>)
test tensor(0.0403, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0363, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0318, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0273, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.0243, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0212, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0178, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0158, grad_fn=<MeanBackward0>) dev tensor(5.5627e-05, grad_fn=<SelectBackward>)
test tensor(0.0134, grad_fn=<MeanBackward0>) dev tensor(5.5560e-05, grad_fn=<SelectBackward>)
test tensor(0.0113, grad_fn=<MeanBackward0>) dev tensor(4.5727e-05, grad_fn=<SelectBackward>)
test tensor(0.0091, grad_fn=<MeanBackward0>) dev tensor(9.7599e-05, grad_fn=<SelectBackward>)
test tensor(0.0077, grad_fn=<MeanBackward0>) dev tensor(3.8197e-05, grad_fn=<SelectBackward>)
test tensor(0.0061, grad_fn=<MeanBackward0>) dev tensor(5.5790e-05, grad_fn=<SelectBackward>)
test tensor(0.0049, grad_fn=<MeanBackward0>) dev tensor(3.8431e-05, grad_fn=<SelectBackward>)
test tensor(0.0041, grad_fn=<MeanBackward0>) dev tensor(8.8000e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(7.6769e-05, grad_fn=<SelectBackward>)
test tensor(0.0022, grad_fn=<MeanBackward0>) dev tensor(2.9345e-05, grad_fn=<SelectBackward>)
test tensor(0.0017, grad_fn=<MeanBackward0>) dev tensor(4.4714e-05, grad_fn=<SelectBackward>)
test tensor(0.0013, grad_fn=<MeanBackward0>) dev tensor(4.0781e-05, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(2.6441e-05, grad_fn=<SelectBackward>)
test tensor(0.0007, grad_fn=<MeanBackward0>) dev tensor(1.9459e-05, grad_fn=<SelectBackward>)
test tensor(0.0006, grad_fn=<MeanBackward0>) dev tensor(1.8731e-05, grad_fn=<SelectBackward>)
test tensor(0.0006, grad_fn=<MeanBackward0>) dev tensor(3.0293e-05, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(6.8124e-05, grad_fn=<SelectBackward>)
