training
lr, dw 0.0002 1e-06
test tensor(0.0039, grad_fn=<MeanBackward0>) dev tensor(2.1690e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(2.3705e-05, grad_fn=<SelectBackward>)
test tensor(0.0023, grad_fn=<MeanBackward0>) dev tensor(3.4723e-05, grad_fn=<SelectBackward>)
test tensor(0.0020, grad_fn=<MeanBackward0>) dev tensor(1.8908e-05, grad_fn=<SelectBackward>)
test tensor(0.0020, grad_fn=<MeanBackward0>) dev tensor(4.7382e-05, grad_fn=<SelectBackward>)
test tensor(0.0025, grad_fn=<MeanBackward0>) dev tensor(7.7904e-05, grad_fn=<SelectBackward>)
test tensor(0.0037, grad_fn=<MeanBackward0>) dev tensor(1.7071e-05, grad_fn=<SelectBackward>)
test tensor(0.0053, grad_fn=<MeanBackward0>) dev tensor(2.3976e-05, grad_fn=<SelectBackward>)
test tensor(0.0059, grad_fn=<MeanBackward0>) dev tensor(5.4661e-05, grad_fn=<SelectBackward>)
test tensor(0.0073, grad_fn=<MeanBackward0>) dev tensor(4.2561e-05, grad_fn=<SelectBackward>)
test tensor(0.0087, grad_fn=<MeanBackward0>) dev tensor(6.2393e-05, grad_fn=<SelectBackward>)
test tensor(0.0112, grad_fn=<MeanBackward0>) dev tensor(7.1931e-05, grad_fn=<SelectBackward>)
lr, dw 0.0002 1e-06
test tensor(0.1180, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.1083, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1025, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0937, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0859, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.0813, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
lr, dw 0.0002 1e-06
test tensor(0.1360, grad_fn=<MeanBackward0>) dev tensor(0.0004, grad_fn=<SelectBackward>)
test tensor(0.1289, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1194, grad_fn=<MeanBackward0>) dev tensor(0.0003, grad_fn=<SelectBackward>)
test tensor(0.1110, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.1007, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0894, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0811, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0703, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0640, grad_fn=<MeanBackward0>) dev tensor(9.9550e-05, grad_fn=<SelectBackward>)
test tensor(0.0557, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0498, grad_fn=<MeanBackward0>) dev tensor(6.5679e-05, grad_fn=<SelectBackward>)
test tensor(0.0402, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0365, grad_fn=<MeanBackward0>) dev tensor(5.4312e-05, grad_fn=<SelectBackward>)
test tensor(0.0303, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0273, grad_fn=<MeanBackward0>) dev tensor(4.7455e-05, grad_fn=<SelectBackward>)
test tensor(0.0239, grad_fn=<MeanBackward0>) dev tensor(7.4455e-05, grad_fn=<SelectBackward>)
test tensor(0.0176, grad_fn=<MeanBackward0>) dev tensor(0.0002, grad_fn=<SelectBackward>)
test tensor(0.0161, grad_fn=<MeanBackward0>) dev tensor(3.9996e-05, grad_fn=<SelectBackward>)
test tensor(0.0123, grad_fn=<MeanBackward0>) dev tensor(3.5729e-05, grad_fn=<SelectBackward>)
test tensor(0.0105, grad_fn=<MeanBackward0>) dev tensor(4.4694e-05, grad_fn=<SelectBackward>)
test tensor(0.0070, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
test tensor(0.0058, grad_fn=<MeanBackward0>) dev tensor(4.5193e-05, grad_fn=<SelectBackward>)
test tensor(0.0038, grad_fn=<MeanBackward0>) dev tensor(2.6556e-05, grad_fn=<SelectBackward>)
test tensor(0.0028, grad_fn=<MeanBackward0>) dev tensor(2.3973e-05, grad_fn=<SelectBackward>)
test tensor(0.0018, grad_fn=<MeanBackward0>) dev tensor(2.3545e-05, grad_fn=<SelectBackward>)
test tensor(0.0011, grad_fn=<MeanBackward0>) dev tensor(2.9163e-05, grad_fn=<SelectBackward>)
test tensor(0.0008, grad_fn=<MeanBackward0>) dev tensor(5.6979e-05, grad_fn=<SelectBackward>)
test tensor(0.0009, grad_fn=<MeanBackward0>) dev tensor(2.3079e-05, grad_fn=<SelectBackward>)
test tensor(0.0013, grad_fn=<MeanBackward0>) dev tensor(2.4661e-05, grad_fn=<SelectBackward>)
test tensor(0.0019, grad_fn=<MeanBackward0>) dev tensor(1.9116e-05, grad_fn=<SelectBackward>)
test tensor(0.0024, grad_fn=<MeanBackward0>) dev tensor(2.2244e-05, grad_fn=<SelectBackward>)
test tensor(0.0036, grad_fn=<MeanBackward0>) dev tensor(3.8726e-05, grad_fn=<SelectBackward>)
test tensor(0.0044, grad_fn=<MeanBackward0>) dev tensor(8.0314e-05, grad_fn=<SelectBackward>)
test tensor(0.0061, grad_fn=<MeanBackward0>) dev tensor(2.5636e-05, grad_fn=<SelectBackward>)
test tensor(0.0071, grad_fn=<MeanBackward0>) dev tensor(0.0001, grad_fn=<SelectBackward>)
params,test_err, norm:  [ 0.75821407 -0.61863977] 0.011175898042201452 14.518186330694206 14.518186330694206
params,test_err, norm:  [ 1.47394196 -0.37592191] 0.0020682117629024434 14.518186330694206 20.85774309271951
params,test_err, norm:  [ 1.63926754 -0.33369237] 0.0011495837191296784 14.518186330694206 25.556899717265
params,test_err, norm:  [ 1.90131929 -0.25693233] 0.0004553231128266975 14.518186330694206 35.26812914485811
params,test_err, norm:  [ 1.93304837 -0.24526222] 0.00040848327510342557 14.518186330694206 36.544747933211426
params,test_err, norm:  [ 1.93358789 -0.24501794] 0.0004077413625193813 14.518186330694206 36.563613916428814
